hour,is_weekend,weather,road_type,avg_speed,cars,motorcycles,buses,trucks,total_vehicles
4,1,Clear,Highway,76,6,4,0,2,12
13,0,Clear,Highway,69,18,10,2,3,20
12,1,Rain,Urban,62,20,14,4,2,14
21,0,Clear,Urban,63,17,14,3,3,34
17,0,Clear,Suburban,59,50,13,5,5,54
11,1,Fog,Suburban,76,13,12,4,3,15
22,0,Clear,Highway,67,16,5,2,2,36
23,0,Clear,Urban,84,24,12,4,3,38
17,0,Clear,Suburban,37,47,18,5,6,79
20,0,Clear,Urban,55,12,7,2,3,49
18,1,Fog,Suburban,70,45,19,6,6,31
11,0,Clear,Urban,72,26,6,4,2,37
4,0,Clear,Highway,61,5,3,0,1,13
22,0,Clear,Highway,51,23,5,3,3,47
13,0,Clear,Highway,83,29,12,1,2,31
6,0,Clear,Urban,68,24,12,4,2,30
10,1,Clear,Urban,81,15,7,2,4,23
7,0,Clear,Urban,35,51,22,5,4,99
3,1,Clear,Suburban,78,4,1,0,2,11
16,0,Fog,Urban,79,24,14,4,4,23
1,1,Clear,Suburban,77,7,3,1,1,3
19,0,Clear,Suburban,45,47,10,3,4,59
18,1,Clear,Highway,58,40,18,4,4,51
18,0,Rain,Highway,24,53,16,7,5,77
16,0,Rain,Urban,74,18,12,1,3,22
12,0,Clear,Highway,81,29,11,3,4,32
2,0,Fog,Urban,77,8,4,1,1,6
7,1,Rain,Urban,84,41,14,7,5,28
9,0,Fog,Highway,74,31,12,3,6,31
4,1,Clear,Suburban,85,3,3,0,2,10
20,0,Clear,Urban,84,20,7,3,3,33
8,0,Rain,Urban,76,31,18,7,6,40
3,1,Clear,Highway,88,4,3,1,2,7
3,0,Rain,Urban,70,4,1,0,2,8
5,0,Clear,Urban,74,7,2,0,1,12
13,0,Clear,Highway,65,15,11,4,2,38
5,0,Clear,Urban,80,8,1,1,2,10
22,0,Clear,Suburban,57,29,14,2,4,44
21,1,Rain,Suburban,65,18,7,1,4,12
0,0,Rain,Suburban,73,8,3,0,1,8
15,1,Clear,Suburban,78,16,7,4,4,23
7,0,Clear,Suburban,58,52,17,7,5,63
2,0,Clear,Suburban,85,5,4,0,2,8
13,0,Clear,Urban,57,12,13,3,2,48
21,0,Clear,Suburban,80,21,13,3,3,21
9,0,Clear,Suburban,31,30,24,7,2,85
23,1,Clear,Highway,60,16,6,3,4,21
22,0,Fog,Highway,66,29,6,1,3,12
9,0,Clear,Suburban,38,33,11,3,3,85
6,0,Clear,Urban,50,16,9,1,3,41
3,0,Clear,Urban,71,8,2,1,1,12
12,0,Rain,Highway,67,18,9,4,3,38
19,0,Rain,Suburban,38,47,19,5,4,76
11,0,Clear,Urban,40,29,8,4,2,42
11,0,Clear,Urban,86,19,9,4,2,26
9,0,Rain,Urban,55,31,14,5,6,45
4,0,Clear,Suburban,76,3,4,1,1,5
13,0,Clear,Suburban,52,27,10,1,2,41
14,1,Clear,Suburban,84,19,6,4,4,32
6,1,Rain,Urban,79,12,6,3,3,12
8,1,Rain,Urban,61,27,14,6,2,29
2,0,Clear,Suburban,84,9,1,0,1,6
15,0,Fog,Urban,72,17,12,1,4,18
2,0,Clear,Suburban,76,7,2,0,2,18
19,0,Clear,Suburban,21,30,15,6,6,80
18,0,Clear,Highway,50,46,10,7,2,69
13,1,Rain,Urban,63,13,12,3,4,12
20,0,Clear,Suburban,72,29,7,1,3,31
17,0,Clear,Urban,46,50,17,3,2,65
10,0,Clear,Urban,44,21,8,4,2,49
6,0,Clear,Urban,71,23,6,3,2,26
5,1,Rain,Urban,63,4,1,0,2,7
5,1,Clear,Suburban,81,3,1,1,2,9
1,0,Fog,Suburban,76,5,1,1,1,3
4,0,Clear,Urban,62,9,3,0,1,12
1,0,Clear,Urban,75,4,1,0,2,13
20,1,Clear,Suburban,70,12,5,1,3,20
19,0,Fog,Suburban,73,50,12,5,5,35
11,0,Rain,Urban,63,19,13,2,3,24
6,0,Clear,Highway,80,22,7,3,4,27
2,0,Clear,Urban,78,6,2,1,1,8
23,0,Clear,Highway,70,17,5,1,2,34
11,1,Clear,Highway,61,20,6,1,3,28
5,1,Clear,Urban,75,6,3,1,1,9
12,1,Rain,Highway,83,11,11,1,3,22
11,0,Clear,Urban,49,29,5,1,3,49
20,0,Rain,Urban,81,12,11,2,4,26
0,1,Rain,Urban,78,4,1,1,1,8
0,0,Rain,Suburban,70,3,2,0,1,14
10,0,Clear,Urban,67,13,14,4,4,39
0,0,Clear,Urban,87,3,1,0,2,10
11,0,Rain,Urban,84,15,14,1,3,37
20,0,Clear,Highway,42,12,8,4,4,41
4,0,Clear,Suburban,60,3,4,1,2,5
5,0,Clear,Suburban,75,11,1,0,2,15
7,0,Rain,Urban,52,55,24,6,2,41
14,0,Clear,Suburban,78,25,9,1,3,36
10,0,Clear,Urban,75,19,10,3,4,20
8,1,Fog,Highway,71,33,18,5,4,29
5,0,Clear,Suburban,75,5,4,1,2,7
19,0,Clear,Suburban,46,44,12,4,5,59
20,0,Rain,Highway,60,18,13,2,3,32
22,0,Clear,Highway,72,19,7,4,2,37
22,0,Clear,Highway,81,22,14,2,2,39
8,0,Fog,Suburban,89,59,11,6,5,32
7,1,Clear,Highway,45,28,22,4,3,44
5,1,Rain,Suburban,81,4,2,1,2,5
20,0,Rain,Urban,83,21,7,4,2,22
3,0,Rain,Highway,66,5,1,0,2,5
21,1,Clear,Urban,82,17,13,2,4,34
21,1,Fog,Urban,89,12,8,4,4,16
14,0,Clear,Urban,70,19,9,1,3,35
23,0,Clear,Urban,62,19,11,3,4,31
0,0,Rain,Suburban,66,4,1,0,2,15
12,0,Rain,Suburban,63,25,6,1,4,16
15,0,Clear,Urban,83,18,12,1,2,29
0,1,Clear,Urban,80,4,3,1,1,12
23,1,Rain,Highway,83,16,13,4,4,14
18,0,Clear,Urban,26,30,19,6,2,76
9,0,Clear,Highway,24,43,11,5,4,85
18,0,Clear,Highway,22,32,12,7,4,85
12,0,Rain,Highway,84,21,9,4,3,32
11,0,Rain,Highway,76,28,8,4,4,16
14,1,Clear,Highway,64,15,9,4,2,14
3,0,Clear,Urban,76,5,3,1,1,14
13,0,Clear,Suburban,66,24,5,1,2,39
2,0,Clear,Urban,83,3,3,1,1,5
12,0,Clear,Highway,76,27,5,3,4,22
22,0,Clear,Suburban,74,20,9,1,3,33
14,0,Clear,Suburban,86,20,12,2,3,21
6,0,Fog,Highway,83,23,5,1,2,20
0,0,Clear,Suburban,61,8,4,0,2,7
19,0,Rain,Highway,58,48,15,3,3,56
21,0,Clear,Highway,65,14,8,4,2,21
9,1,Rain,Highway,66,36,13,6,3,31
11,1,Clear,Urban,84,11,13,3,2,21
23,0,Clear,Urban,59,26,9,3,4,48
7,1,Clear,Urban,55,35,11,6,4,50
17,1,Rain,Highway,73,43,14,4,3,33
7,0,Clear,Suburban,35,35,22,3,2,85
21,1,Clear,Suburban,62,23,13,4,3,18
3,1,Clear,Urban,89,2,2,0,2,7
18,1,Clear,Highway,78,46,12,4,3,39
7,1,Clear,Highway,59,40,24,7,6,52
22,0,Clear,Suburban,86,22,10,3,4,40
5,1,Clear,Suburban,79,5,3,0,2,10
4,0,Clear,Suburban,89,3,4,1,1,16
15,0,Clear,Suburban,79,23,11,2,3,39
22,0,Rain,Suburban,81,12,5,4,4,20
16,1,Rain,Urban,83,12,13,3,2,12
10,0,Fog,Suburban,78,24,10,2,3,16
2,1,Clear,Urban,63,5,2,0,1,4
23,1,Fog,Urban,60,16,11,1,2,9
10,0,Rain,Suburban,74,29,8,3,4,19
0,1,Fog,Highway,84,6,4,0,1,3
21,0,Rain,Suburban,78,17,13,2,2,18
7,0,Fog,Suburban,74,51,11,4,6,33
9,0,Clear,Highway,46,50,21,5,5,59
18,0,Clear,Suburban,34,54,10,6,3,76
10,0,Fog,Suburban,86,16,6,1,3,23
6,0,Rain,Urban,66,15,9,4,4,20
4,0,Fog,Highway,65,4,2,0,1,9
12,1,Clear,Suburban,89,12,9,3,2,23
13,1,Rain,Suburban,64,21,10,2,3,27
18,0,Clear,Suburban,24,45,17,3,4,95
2,0,Clear,Highway,89,6,3,1,1,6
1,0,Clear,Suburban,70,7,3,0,2,14
22,1,Clear,Highway,80,23,14,1,2,26
0,0,Clear,Urban,81,6,4,0,2,10
16,0,Clear,Highway,75,16,11,1,4,20
16,1,Clear,Urban,76,16,7,3,4,18
21,0,Clear,Suburban,62,25,10,3,3,40
22,0,Clear,Highway,75,13,6,4,3,31
13,0,Clear,Highway,62,14,14,2,4,24
6,1,Rain,Urban,61,14,13,4,4,16
1,1,Clear,Urban,78,7,2,0,2,12
1,0,Fog,Urban,77,8,4,0,1,6
7,1,Clear,Highway,73,26,15,6,6,35
4,1,Clear,Urban,61,5,1,0,2,13
18,0,Rain,Urban,45,45,14,5,2,51
12,0,Clear,Highway,61,16,10,4,3,27
8,0,Fog,Suburban,49,46,10,4,5,49
11,0,Fog,Urban,73,22,11,2,4,20
14,0,Fog,Suburban,85,22,5,2,2,24
2,0,Clear,Urban,62,6,4,0,2,15
14,1,Rain,Urban,60,20,9,3,4,20
1,0,Rain,Urban,60,4,1,1,2,10
18,0,Clear,Highway,47,57,20,6,2,61
19,0,Clear,Suburban,32,34,19,5,4,82
4,0,Clear,Highway,72,6,3,0,2,17
16,0,Clear,Urban,60,16,13,2,3,27
21,0,Clear,Urban,54,26,12,3,2,47
6,0,Rain,Suburban,69,27,5,2,2,38
5,0,Rain,Urban,74,3,2,1,1,10
4,0,Clear,Urban,84,5,4,0,1,19
2,0,Fog,Suburban,81,5,3,0,1,3
1,1,Rain,Highway,78,5,4,1,2,4
1,1,Clear,Suburban,77,4,2,0,1,11
10,0,Rain,Suburban,76,26,14,2,3,27
19,0,Clear,Highway,38,40,21,3,2,88
0,1,Clear,Urban,85,3,3,1,1,4
23,0,Clear,Highway,75,20,11,4,3,39
3,0,Clear,Suburban,88,4,3,1,1,6
5,0,Clear,Suburban,61,6,4,0,2,5
0,0,Clear,Urban,80,3,4,1,2,6
2,1,Clear,Highway,82,5,2,1,2,6
18,0,Fog,Suburban,47,56,12,5,3,45
18,1,Clear,Highway,46,32,24,5,2,45
16,0,Rain,Urban,87,28,13,2,2,31
22,0,Clear,Suburban,78,17,5,1,4,35
0,0,Clear,Highway,75,6,3,0,2,6
2,1,Rain,Suburban,84,2,1,0,2,3
12,0,Clear,Urban,56,25,11,2,4,46
12,0,Rain,Suburban,75,14,10,4,2,38
10,0,Clear,Highway,47,18,8,4,2,45
6,0,Clear,Urban,54,25,12,1,2,43
22,0,Rain,Urban,87,29,12,1,2,25
7,0,Clear,Urban,41,56,10,6,4,67
9,0,Rain,Highway,42,52,24,3,4,44
6,0,Clear,Highway,60,22,10,1,2,22
10,0,Clear,Highway,84,22,14,1,3,22
11,1,Rain,Urban,89,16,13,2,2,16
10,0,Clear,Suburban,79,29,12,1,2,30
22,0,Rain,Highway,79,24,14,4,4,18
13,0,Clear,Urban,50,18,14,4,3,47
16,0,Fog,Suburban,88,27,7,4,2,22
17,0,Clear,Highway,39,34,16,5,4,81
23,0,Fog,Suburban,70,29,13,2,2,20
15,0,Clear,Highway,82,23,5,2,2,25
3,0,Rain,Urban,81,7,4,1,2,9
15,0,Clear,Urban,60,16,8,1,3,36
11,1,Rain,Highway,89,13,8,2,4,19
0,1,Fog,Suburban,75,7,1,0,1,4
17,0,Clear,Suburban,33,35,14,6,5,90
0,0,Clear,Suburban,76,9,1,1,2,18
2,0,Clear,Urban,78,3,3,1,2,10
19,0,Clear,Urban,42,52,18,7,5,64
9,1,Clear,Urban,49,42,14,6,2,49
1,0,Rain,Highway,78,11,1,0,1,4
19,0,Clear,Suburban,37,38,18,6,5,76
6,0,Clear,Suburban,53,15,7,2,3,45
15,0,Clear,Highway,63,13,12,3,2,27
1,1,Fog,Urban,79,4,3,0,1,2
3,0,Clear,Suburban,77,10,4,0,2,6
0,0,Clear,Suburban,73,10,4,0,1,19
15,0,Rain,Highway,68,22,12,1,2,32
6,0,Clear,Highway,76,14,5,4,2,21
9,1,Clear,Highway,47,30,15,4,2,63
8,1,Clear,Highway,54,38,11,4,6,59
5,0,Clear,Highway,86,8,4,1,2,6
16,0,Rain,Suburban,62,19,14,4,2,20
4,0,Clear,Urban,82,7,2,0,2,16
7,0,Clear,Highway,21,34,24,3,4,92
0,1,Rain,Urban,65,3,1,0,2,10
22,0,Clear,Suburban,69,20,6,1,2,33
23,1,Clear,Urban,70,12,12,4,2,32
4,1,Rain,Highway,76,8,2,0,2,8
14,1,Clear,Highway,71,11,5,4,3,14
4,0,Clear,Highway,80,4,2,1,1,15
5,0,Clear,Urban,63,11,1,0,1,13
8,0,Clear,Urban,44,30,13,6,2,66
18,1,Clear,Urban,59,43,18,7,6,51
11,0,Clear,Suburban,75,22,14,1,3,39
1,0,Clear,Highway,69,5,4,0,2,18
17,0,Clear,Urban,34,47,16,4,6,73
23,0,Clear,Highway,48,17,9,1,2,49
12,1,Clear,Urban,76,22,6,4,3,25
16,0,Rain,Suburban,62,14,13,3,3,21
2,0,Clear,Suburban,74,5,4,1,1,5
3,0,Clear,Highway,83,3,4,0,1,11
13,0,Clear,Urban,81,15,11,1,3,35
22,1,Clear,Highway,85,11,14,4,2,21
18,1,Clear,Suburban,55,34,11,5,3,62
15,1,Clear,Urban,76,15,6,2,4,14
1,0,Rain,Suburban,67,10,4,0,2,12
7,0,Clear,Urban,49,51,17,3,4,57
16,0,Fog,Urban,61,26,14,1,3,19
18,0,Clear,Urban,56,34,16,4,5,59
14,0,Clear,Suburban,56,25,12,2,3,46
12,1,Rain,Highway,65,18,8,2,2,20
0,0,Clear,Urban,67,6,2,1,1,8
18,0,Rain,Highway,54,34,15,3,2,58
15,1,Clear,Urban,75,11,11,3,4,19
5,1,Rain,Highway,89,5,2,1,1,10
17,1,Clear,Urban,45,26,12,3,6,69
17,1,Rain,Urban,45,41,11,6,5,43
5,0,Clear,Suburban,78,5,2,0,2,8
23,0,Clear,Urban,66,15,8,3,2,36
22,0,Clear,Suburban,52,26,9,4,2,41
18,0,Clear,Urban,40,45,10,7,3,54
20,1,Clear,Highway,84,16,11,2,2,21
5,0,Clear,Urban,87,10,1,1,1,18
1,0,Clear,Suburban,77,6,2,0,2,14
5,1,Clear,Urban,89,7,1,0,1,3
1,0,Clear,Suburban,76,8,4,1,1,18
19,1,Clear,Urban,43,44,12,5,4,45
1,0,Clear,Highway,80,8,1,1,1,7
14,0,Clear,Urban,87,19,7,3,2,24
12,0,Clear,Suburban,63,13,8,2,4,39
4,1,Clear,Urban,62,5,3,1,2,5
13,0,Clear,Suburban,80,24,12,1,4,28
20,1,Rain,Urban,65,15,7,1,3,14
13,1,Clear,Highway,78,14,8,4,3,18
1,0,Clear,Highway,77,10,3,0,1,9
4,0,Clear,Suburban,61,6,4,0,2,10
6,0,Clear,Suburban,79,26,7,1,2,34
16,0,Clear,Suburban,65,15,13,1,4,39
4,0,Clear,Suburban,87,8,1,0,2,6
22,1,Clear,Highway,70,12,12,1,4,30
23,0,Clear,Urban,80,29,11,3,3,28
1,1,Clear,Highway,65,7,3,1,2,7
22,0,Clear,Urban,69,18,7,3,3,37
11,1,Rain,Urban,60,15,5,3,4,16
16,1,Clear,Suburban,74,23,9,1,2,16
15,0,Clear,Highway,86,15,11,4,2,33
19,0,Clear,Highway,25,44,12,3,5,99
7,1,Clear,Suburban,44,27,19,7,4,59
13,0,Rain,Highway,68,20,11,1,3,16
6,1,Clear,Urban,89,17,5,2,3,16
21,0,Rain,Suburban,71,25,14,2,3,38
10,0,Rain,Suburban,64,17,6,2,3,25
14,0,Clear,Suburban,66,24,11,1,3,27
8,0,Rain,Suburban,40,50,14,5,3,61
10,0,Clear,Suburban,68,26,9,2,3,31
14,0,Clear,Highway,68,23,9,3,2,21
9,0,Rain,Urban,40,31,10,3,2,52
16,0,Clear,Urban,50,21,11,2,4,47
2,0,Rain,Suburban,73,7,2,0,1,10
7,0,Rain,Urban,58,31,13,4,3,66
10,0,Clear,Urban,80,14,7,1,3,38
14,0,Clear,Highway,46,16,9,1,2,48
2,0,Clear,Urban,85,4,2,0,1,15
13,0,Rain,Urban,85,22,10,4,2,34
10,0,Clear,Suburban,59,16,13,1,3,48
20,0,Clear,Suburban,51,20,13,2,3,46
15,0,Clear,Urban,77,24,12,2,2,22
4,0,Clear,Urban,66,6,1,0,2,18
14,0,Clear,Highway,79,18,5,1,4,30
13,1,Clear,Highway,80,11,12,4,3,34
0,1,Rain,Urban,81,7,2,0,2,7
18,0,Rain,Highway,54,43,15,4,2,62
3,1,Rain,Suburban,61,4,3,1,1,4
19,0,Clear,Urban,56,47,23,4,5,64
5,0,Clear,Suburban,70,6,2,0,1,5
1,0,Fog,Suburban,73,4,3,1,1,9
2,1,Clear,Urban,78,6,1,1,2,3
17,0,Clear,Highway,41,52,23,6,4,56
8,0,Rain,Urban,46,44,13,3,3,60
17,0,Clear,Urban,57,54,13,3,4,58
18,0,Clear,Highway,24,33,11,6,6,73
6,0,Fog,Urban,60,26,6,4,4,25
2,1,Clear,Suburban,85,2,2,0,2,3
14,0,Clear,Suburban,58,13,12,3,2,43
11,0,Clear,Suburban,63,24,7,3,2,40
0,0,Rain,Urban,71,5,3,1,1,5
15,0,Clear,Urban,49,15,10,4,3,47
8,0,Clear,Urban,25,38,13,4,2,76
23,0,Clear,Urban,41,14,5,3,3,49
11,0,Clear,Highway,72,27,10,3,4,25
6,1,Clear,Highway,72,21,12,2,2,18
7,0,Fog,Urban,47,55,12,3,5,49
11,1,Rain,Highway,81,20,14,2,3,24
14,0,Rain,Urban,62,21,11,2,3,32
13,1,Clear,Highway,85,20,10,3,3,21
9,0,Clear,Highway,42,33,20,4,2,52
3,1,Fog,Urban,63,7,2,0,1,1
1,0,Clear,Urban,69,4,4,1,2,18
10,0,Clear,Suburban,59,23,13,4,2,49
4,1,Clear,Suburban,64,8,3,1,2,11
12,0,Clear,Urban,55,28,10,4,4,47
17,0,Fog,Urban,69,38,19,3,2,39
1,0,Clear,Urban,64,5,3,1,2,5
23,0,Fog,Urban,73,29,9,3,2,15
10,1,Clear,Suburban,72,14,5,3,2,16
4,0,Rain,Urban,66,10,2,0,1,14
15,0,Clear,Suburban,61,27,10,2,2,21
14,1,Fog,Highway,67,21,7,2,3,16
19,0,Clear,Highway,28,33,23,5,6,93
3,0,Rain,Urban,78,11,4,0,1,4
3,0,Rain,Urban,85,9,4,0,1,14
7,1,Clear,Urban,59,39,11,6,3,61
15,0,Fog,Highway,75,17,9,4,3,18
20,0,Clear,Suburban,85,29,13,2,3,33
18,0,Clear,Urban,37,36,24,3,4,88
6,1,Fog,Highway,78,10,6,3,3,12
3,0,Fog,Urban,65,3,3,1,2,11
3,1,Clear,Suburban,70,5,4,0,1,4
16,0,Clear,Suburban,62,20,8,2,3,33
2,1,Rain,Urban,80,5,1,1,1,10
18,1,Clear,Highway,47,36,17,3,6,42
23,0,Rain,Urban,68,28,8,4,3,30
19,1,Clear,Urban,43,33,23,7,3,50
19,0,Fog,Urban,41,33,13,5,5,57
23,0,Clear,Urban,41,16,9,3,4,42
17,1,Clear,Urban,57,45,20,6,6,65
20,0,Clear,Suburban,62,27,8,2,3,37
13,1,Clear,Highway,86,14,12,2,4,19
1,0,Clear,Suburban,67,9,2,0,2,16
23,0,Rain,Urban,65,20,7,2,4,32
9,0,Fog,Urban,71,32,17,7,3,36
21,0,Clear,Urban,67,25,5,2,4,34
7,0,Clear,Suburban,34,42,23,5,5,82
11,1,Clear,Suburban,82,16,13,1,2,29
13,0,Clear,Suburban,71,25,10,2,2,36
21,0,Clear,Suburban,51,23,12,2,3,42
0,0,Rain,Suburban,83,5,3,0,1,6
12,0,Clear,Suburban,77,22,9,4,3,22
13,0,Clear,Highway,71,24,11,3,4,29
19,0,Clear,Highway,55,35,12,3,6,61
12,0,Rain,Urban,63,15,12,2,2,29
15,0,Clear,Urban,86,24,7,4,3,23
6,0,Rain,Suburban,75,14,13,2,3,24
7,1,Clear,Urban,51,29,10,7,4,68
16,0,Clear,Urban,75,21,7,2,4,20
20,0,Fog,Urban,78,26,5,4,3,14
5,0,Clear,Highway,62,11,3,1,2,11
19,0,Clear,Highway,28,47,21,6,6,79
6,0,Clear,Suburban,71,15,12,2,4,31
20,0,Clear,Highway,54,19,7,1,3,42
13,0,Clear,Urban,88,14,12,1,2,37
20,0,Clear,Urban,55,16,11,2,3,48
3,1,Clear,Highway,75,6,4,0,1,7
0,0,Rain,Urban,68,6,4,1,1,4
19,0,Rain,Highway,43,32,10,6,6,48
9,0,Rain,Suburban,55,59,10,4,3,65
7,0,Rain,Highway,35,54,15,3,2,72
23,0,Rain,Urban,62,17,13,3,3,26
15,0,Clear,Highway,60,15,11,1,3,39
20,1,Clear,Suburban,86,22,9,1,4,33
13,0,Clear,Urban,40,27,6,3,2,44
7,0,Clear,Suburban,27,58,19,7,3,90
22,0,Rain,Suburban,68,13,5,4,4,16
8,0,Rain,Highway,51,35,20,3,5,53
5,0,Clear,Highway,84,4,4,1,1,19
21,0,Rain,Urban,62,29,8,1,3,36
23,0,Clear,Urban,71,12,13,3,2,34
9,0,Rain,Highway,49,55,20,3,4,70
5,0,Clear,Urban,85,11,4,0,1,12
7,0,Clear,Urban,43,52,21,6,4,70
18,0,Fog,Suburban,48,47,19,6,3,48
0,0,Rain,Urban,63,9,1,1,1,15
8,1,Clear,Urban,49,28,18,6,2,60
17,0,Fog,Highway,89,57,17,4,4,37
3,1,Clear,Urban,76,7,4,1,1,11
0,1,Fog,Urban,86,8,1,1,2,1
4,0,Rain,Highway,71,10,3,0,2,7
10,0,Clear,Highway,76,23,9,1,3,39
8,0,Clear,Suburban,37,37,16,6,3,92
6,0,Clear,Highway,48,24,12,1,2,44
14,0,Clear,Suburban,70,28,5,3,3,29
10,1,Clear,Highway,84,13,5,3,3,21
2,0,Clear,Highway,77,5,4,1,1,18
3,0,Clear,Urban,72,7,1,1,1,5
19,1,Clear,Suburban,43,28,21,3,6,44
22,0,Clear,Urban,73,17,12,4,3,25
13,1,Clear,Urban,87,17,7,4,4,15
16,0,Clear,Suburban,44,16,11,3,4,46
4,1,Clear,Highway,86,2,4,1,2,7
16,0,Clear,Suburban,72,13,10,3,4,27
15,0,Clear,Suburban,67,28,9,3,4,31
4,1,Clear,Urban,76,8,3,0,1,10
20,0,Clear,Urban,78,29,12,4,3,34
1,0,Clear,Suburban,67,7,4,1,1,18
8,0,Clear,Urban,37,45,18,3,6,86
7,0,Clear,Highway,23,50,21,5,4,87
2,0,Clear,Suburban,80,10,1,1,1,8
15,0,Clear,Highway,65,21,12,3,4,39
10,0,Rain,Suburban,69,29,9,4,4,27
3,0,Clear,Suburban,88,4,1,1,2,13
4,0,Clear,Suburban,68,4,3,1,2,11
1,1,Clear,Highway,82,4,4,1,1,8
13,0,Rain,Urban,88,16,6,2,4,32
4,1,Clear,Urban,66,6,4,1,1,7
20,0,Rain,Suburban,82,28,8,2,3,28
22,1,Fog,Highway,68,16,8,3,2,15
18,0,Clear,Highway,32,39,11,7,6,91
10,0,Rain,Urban,84,24,6,1,3,25
5,0,Clear,Urban,64,11,1,0,1,12
5,0,Rain,Urban,61,6,4,1,2,12
21,0,Clear,Highway,40,21,13,4,3,47
1,1,Fog,Urban,72,8,3,1,2,7
1,0,Rain,Highway,85,5,1,0,1,12
20,0,Clear,Urban,63,20,5,3,4,35
18,0,Clear,Urban,54,43,24,5,6,61
5,0,Rain,Highway,60,3,3,0,1,8
19,0,Rain,Urban,41,40,24,3,5,52
17,1,Clear,Urban,58,24,24,7,5,46
2,0,Clear,Urban,60,6,1,1,2,16
16,0,Clear,Suburban,50,24,12,1,4,43
4,1,Clear,Urban,67,4,1,1,2,5
14,1,Clear,Urban,87,23,14,4,4,16
4,0,Rain,Suburban,75,10,2,0,2,9
3,1,Clear,Suburban,77,3,2,0,2,3
5,1,Fog,Highway,73,5,4,0,1,4
1,1,Clear,Urban,87,3,4,1,1,10
8,0,Clear,Highway,23,49,16,4,6,92
13,0,Clear,Urban,88,16,7,1,3,27
20,1,Clear,Suburban,71,15,13,2,2,14
10,0,Clear,Urban,79,22,11,1,3,32
21,0,Clear,Urban,87,18,11,1,3,36
1,0,Clear,Highway,86,11,2,1,1,12
14,0,Fog,Highway,72,19,7,3,3,15
10,0,Clear,Highway,86,18,12,4,3,25
17,1,Clear,Urban,43,35,14,4,2,55
15,1,Clear,Highway,77,17,6,3,4,21
4,0,Clear,Highway,76,8,2,1,1,5
0,1,Rain,Suburban,81,3,1,0,2,8
7,0,Clear,Urban,22,56,21,7,5,71
20,0,Clear,Highway,60,22,6,4,2,38
1,0,Clear,Highway,62,6,1,0,2,12
3,0,Clear,Highway,70,8,4,1,2,9
0,0,Clear,Urban,89,11,4,1,1,18
16,0,Clear,Highway,52,13,10,2,3,48
10,0,Clear,Highway,70,26,9,3,4,26
10,0,Clear,Urban,65,13,9,1,4,24
19,0,Fog,Suburban,51,59,10,6,6,48
20,0,Rain,Urban,61,15,6,3,2,38
9,1,Clear,Urban,49,46,15,6,3,47
15,0,Clear,Suburban,81,14,8,1,2,40
17,1,Rain,Highway,56,43,15,5,4,54
19,0,Fog,Highway,52,44,14,6,3,50
4,1,Clear,Suburban,81,7,2,1,2,12
20,0,Rain,Highway,81,16,14,2,3,32
2,0,Fog,Urban,70,3,4,1,2,3
11,0,Rain,Suburban,66,21,8,2,4,24
16,0,Fog,Urban,77,26,10,4,4,14
5,1,Clear,Suburban,86,8,3,1,1,8
0,1,Clear,Urban,85,4,2,1,1,4
14,0,Rain,Highway,89,28,12,1,2,22
9,0,Clear,Suburban,44,43,17,7,5,69
13,0,Clear,Suburban,87,25,7,3,3,28
12,0,Clear,Urban,73,17,14,4,3,39
15,0,Clear,Highway,88,19,11,1,2,33
19,1,Clear,Highway,50,46,10,7,3,56
19,0,Rain,Urban,54,34,24,7,3,60
17,0,Rain,Urban,50,56,11,4,3,44
2,1,Clear,Urban,89,4,2,0,1,10
22,0,Clear,Urban,54,15,6,4,3,42
0,0,Clear,Highway,70,10,2,1,2,18
10,0,Fog,Urban,79,13,12,4,3,19
0,0,Clear,Highway,81,3,4,1,2,14
20,0,Rain,Suburban,87,27,9,1,2,24
15,0,Clear,Urban,48,12,10,4,4,49
12,0,Clear,Suburban,77,23,6,4,3,22
23,0,Clear,Urban,69,24,5,3,3,35
18,1,Clear,Highway,52,25,20,6,6,54
5,0,Clear,Suburban,83,10,1,1,2,14
14,0,Fog,Urban,84,21,5,2,4,13
12,0,Fog,Urban,86,22,8,2,4,27
3,1,Clear,Urban,70,6,3,0,2,3
7,0,Clear,Highway,37,49,20,5,6,80
16,0,Clear,Suburban,59,16,6,2,3,44
0,0,Clear,Urban,74,5,2,0,1,6
19,1,Clear,Suburban,45,32,22,4,4,49
3,0,Clear,Highway,65,6,3,0,2,5
10,0,Rain,Highway,77,29,6,2,4,22
20,1,Rain,Urban,89,18,8,1,4,27
18,0,Clear,Suburban,28,32,18,4,6,91
20,1,Rain,Highway,86,20,9,3,4,26
10,0,Clear,Urban,43,19,14,3,3,43
8,0,Clear,Highway,52,50,19,6,4,58
15,1,Clear,Highway,89,10,8,1,3,20
1,1,Clear,Suburban,74,4,4,1,1,3
12,1,Fog,Highway,61,20,9,2,2,13
6,1,Clear,Suburban,65,9,11,3,3,18
17,1,Clear,Urban,56,27,24,6,5,46
9,0,Fog,Urban,69,31,22,4,5,40
8,0,Clear,Suburban,56,36,12,6,4,58
11,0,Clear,Urban,64,14,5,2,3,33
16,1,Clear,Urban,74,20,11,3,2,15
17,0,Clear,Urban,23,55,16,7,6,94
22,1,Clear,Urban,61,20,14,1,4,25
11,0,Clear,Suburban,89,17,10,1,3,28
3,0,Clear,Urban,62,3,4,0,1,15
